budget_million,runtime_min,genre,critic_score,lead_actor_popularity,is_hit
23.0,161,comedy,18.0,59.7,1
226.6,105,comedy,28.7,24.8,0
108.6,173,drama,55.8,29.7,0
129.3,90,scifi,40.2,36.2,0
63.2,171,action,40.3,87.1,0
273.5,153,drama,33.1,24.6,0
262.6,117,scifi,76.3,2.5,1
91.2,145,drama,25.1,4.5,0
14.6,104,horror,40.8,23.2,0
6.1,126,action,39.0,97.6,0
48.5,96,horror,62.0,12.5,0
95.5,129,horror,60.7,53.7,0
242.3,137,scifi,66.1,28.4,1
269.1,162,drama,72.7,37.3,1
148.7,89,comedy,0.6,11.8,1
219.2,146,drama,51.3,69.3,1
130.5,162,drama,4.2,6.5,0
94.6,92,action,17.9,63.7,0
33.7,104,comedy,33.3,15.3,0
109.3,78,drama,42.7,94.3,0
252.5,143,drama,61.3,18.0,1
94.0,147,action,74.7,39.2,1
200.8,177,comedy,2.8,48.4,0
210.6,111,action,20.1,53.7,1
63.2,103,horror,0.7,89.5,0
182.9,98,horror,74.1,66.7,1
17.7,84,scifi,18.3,41.6,0
214.0,124,scifi,35.9,53.1,1
191.3,123,scifi,22.4,61.6,0
234.1,106,drama,80.6,88.3,1
247.5,121,comedy,40.2,96.8,1
64.5,178,action,20.4,70.5,0
74.3,119,comedy,77.3,99.6,0
251.4,130,action,62.7,74.7,1
84.5,163,comedy,73.0,79.2,0
254.4,164,drama,78.6,90.7,1
151.9,128,comedy,6.0,81.9,1
70.2,139,horror,55.2,24.4,0
107.3,77,drama,81.6,56.3,1
6.4,105,scifi,75.3,72.3,0
266.1,120,horror,51.8,59.1,0
13.5,79,drama,53.9,22.4,0
133.9,168,action,53.1,72.7,1
36.6,142,drama,10.1,23.5,0
30.5,98,drama,70.2,54.8,0
52.2,115,action,86.3,97.5,1
94.8,162,scifi,36.4,72.1,0
211.6,170,horror,23.4,28.8,0
276.4,124,comedy,68.3,13.8,1
113.5,166,comedy,31.7,72.9,0
219.6,147,horror,4.0,26.0,0
168.1,84,comedy,78.9,70.9,1
25.5,163,action,67.9,4.1,0
194.8,139,drama,23.6,23.1,1
136.4,169,comedy,61.4,10.9,0
41.5,179,drama,48.5,21.1,0
275.2,148,comedy,71.0,14.9,1
29.7,83,action,97.2,27.0,1
288.7,90,scifi,13.9,39.8,1
89.7,124,action,16.1,41.3,0
206.0,123,horror,36.9,91.6,1
124.4,146,horror,15.0,77.5,0
104.1,102,action,82.6,48.1,1
235.1,153,horror,79.0,4.3,0
193.8,175,drama,85.3,91.2,0
167.3,100,comedy,80.5,9.3,1
9.3,157,drama,7.5,20.0,0
270.8,139,action,39.1,81.8,1
12.3,150,action,84.0,25.8,1
72.7,138,horror,71.8,74.5,1
244.8,97,action,52.4,0.1,1
2.0,80,scifi,9.2,94.7,0
250.9,156,horror,45.9,55.7,1
210.7,98,action,45.3,88.7,1
202.2,117,comedy,27.9,37.0,0
283.7,76,action,18.8,28.1,1
82.9,137,comedy,5.4,74.6,0
69.0,149,action,23.8,52.0,0
15.0,104,action,5.3,88.7,0
296.1,161,comedy,96.5,89.8,1
75.2,160,scifi,43.0,39.2,1
44.8,167,drama,83.6,99.9,1
25.2,150,action,84.0,10.5,0
139.9,96,action,53.9,41.7,0
177.8,76,comedy,66.1,17.1,1
17.5,136,action,7.9,72.8,0
40.7,151,action,13.8,65.0,0
2.8,115,horror,6.1,62.9,0
140.6,170,horror,57.6,21.9,0
186.9,177,action,41.4,86.8,1
247.4,75,comedy,36.3,60.0,1
191.1,176,drama,33.7,17.0,0
126.0,170,drama,68.4,91.2,0
261.0,132,drama,2.2,6.9,0
226.3,133,action,80.9,38.9,1
55.9,94,comedy,89.1,45.9,1
69.8,114,drama,69.8,65.9,1
112.1,123,comedy,86.0,14.4,0
254.0,131,action,79.8,74.4,1
127.8,78,drama,98.3,17.0,1
48.5,126,drama,88.9,98.9,0
195.4,137,comedy,35.9,70.3,1
42.3,158,drama,10.2,56.7,0
144.8,90,comedy,14.2,96.0,1
69.5,109,action,24.7,21.1,0
267.9,138,action,6.6,46.9,1
261.9,155,action,5.2,61.8,1
276.7,139,action,15.3,1.1,0
208.3,174,comedy,84.7,62.1,1
183.4,104,scifi,17.6,53.9,1
88.2,125,horror,14.7,57.8,0
114.7,98,comedy,56.5,66.3,0
210.6,112,comedy,90.4,72.6,1
274.3,174,comedy,98.7,15.6,1
237.4,124,scifi,5.6,87.7,1
277.0,78,comedy,29.7,87.1,0
157.5,155,horror,55.7,55.4,0
116.3,129,action,74.5,12.3,0
254.7,96,drama,14.4,97.2,0
151.2,122,comedy,26.0,80.4,1
195.5,107,drama,8.3,66.7,0
297.0,83,action,41.5,6.7,1
10.8,84,comedy,78.0,22.4,1
109.2,80,drama,62.4,53.7,0
155.3,178,scifi,49.5,90.7,1
49.9,108,scifi,100.0,10.6,1
229.9,80,comedy,43.9,92.9,1
213.6,91,drama,95.8,70.3,1
100.1,173,horror,28.4,98.0,0
194.6,105,action,28.8,87.2,0
126.6,93,action,8.1,92.1,1
46.1,102,scifi,60.7,87.6,1
119.1,159,horror,35.1,33.0,0
254.2,179,comedy,24.8,28.1,0
257.3,103,drama,74.1,80.8,1
256.5,148,horror,30.3,59.5,0
172.3,99,horror,20.4,86.9,1
92.6,100,horror,99.0,29.6,1
242.7,97,comedy,22.2,12.1,0
265.1,122,comedy,70.3,25.2,1
268.6,111,horror,40.3,44.8,1
54.5,75,drama,2.6,13.6,0
111.6,78,horror,65.0,29.5,1
95.8,105,drama,79.7,99.2,1
52.2,110,drama,46.4,50.9,0
203.0,140,action,42.2,49.8,0
35.6,95,comedy,87.8,66.5,0
286.0,166,scifi,21.2,25.5,0
37.1,93,comedy,70.5,19.0,0
135.7,145,scifi,54.7,77.6,1
293.8,110,horror,49.9,55.5,1
114.0,79,drama,37.4,24.0,1
283.3,170,drama,35.4,40.8,0
294.2,102,drama,54.2,11.3,1
202.9,89,action,13.4,43.6,0
129.6,126,comedy,59.4,33.8,0
105.8,102,comedy,2.3,76.7,1
86.5,125,comedy,67.4,22.9,1
103.0,76,action,96.4,61.5,0
202.3,138,drama,24.2,40.4,0
191.3,92,drama,56.2,53.9,1
142.2,106,drama,46.5,44.6,0
223.6,179,scifi,69.7,75.3,1
106.9,88,action,31.5,32.5,0
123.9,130,comedy,41.7,3.1,0
275.0,84,comedy,99.3,39.2,1
287.8,127,horror,72.9,82.5,1
288.3,86,action,14.5,6.8,1
193.2,80,comedy,61.0,7.8,0
177.9,177,scifi,85.8,92.8,1
197.6,115,action,65.2,86.8,1
30.6,145,action,25.5,29.2,0
3.1,166,horror,87.5,82.8,0
25.7,172,comedy,47.2,78.1,0
113.3,174,comedy,40.7,52.0,1
249.4,106,comedy,84.7,61.7,1
102.1,135,scifi,33.4,18.5,1
140.5,94,drama,69.5,44.6,0
181.1,90,action,12.3,71.5,0
243.7,140,action,62.0,11.1,1
119.8,118,scifi,91.6,11.9,1
86.0,163,drama,11.2,77.3,0
18.5,174,drama,81.0,60.1,1
149.0,87,comedy,56.9,91.1,1
158.8,140,scifi,46.6,17.9,1
247.1,145,drama,11.2,11.2,1
219.0,154,drama,40.8,50.3,0
282.4,99,horror,76.5,49.0,1
210.2,99,action,17.6,27.7,1
54.8,139,scifi,34.6,68.1,0
149.3,136,drama,39.6,52.6,0
151.7,76,drama,39.9,67.9,1
56.8,94,comedy,32.8,61.1,0
23.2,166,comedy,23.5,20.6,0
299.4,77,drama,41.7,92.4,1
82.5,86,action,4.9,85.9,0
16.7,145,scifi,46.9,28.4,0
98.0,161,drama,63.3,4.3,0
121.2,87,comedy,79.3,50.6,0
221.3,146,horror,99.9,32.5,1
24.0,110,comedy,77.6,71.8,1
76.8,125,horror,12.3,75.0,0
243.0,86,comedy,31.0,31.8,0
156.2,104,comedy,3.2,9.8,0
127.5,104,comedy,93.2,41.5,0
199.4,124,action,66.1,32.5,1
175.8,123,horror,99.2,93.8,1
233.0,135,comedy,6.1,31.7,1
65.2,140,action,6.7,93.7,0
194.3,107,action,46.5,69.2,0
3.2,138,horror,14.0,53.0,0
61.4,130,action,68.4,18.9,0
230.5,145,drama,1.3,1.9,0
133.4,86,scifi,50.0,44.0,0
276.8,155,horror,60.5,80.3,1
66.3,115,action,42.1,8.2,0
255.0,132,action,93.9,20.2,1
118.5,81,horror,6.8,40.2,0
3.2,141,comedy,84.1,53.1,1
164.0,95,comedy,99.2,40.3,1
100.0,174,drama,46.8,89.5,0
54.5,178,comedy,7.1,35.9,0
114.1,160,action,98.6,67.5,1
55.9,111,comedy,71.6,0.4,0
241.6,153,action,7.4,32.3,0
49.1,169,comedy,16.0,48.5,0
221.8,94,drama,93.6,72.1,1
204.8,150,comedy,23.5,88.9,1
93.8,80,action,99.5,48.9,1
135.3,156,drama,32.3,67.9,0
257.0,130,drama,74.6,19.1,1
274.7,160,scifi,34.9,13.4,1
183.6,75,action,63.4,68.4,1
202.9,132,action,48.5,19.2,1
48.2,169,drama,62.8,96.0,1
59.9,122,drama,22.7,14.0,0
39.2,146,scifi,44.6,85.5,1
231.3,136,scifi,43.2,10.5,1
48.1,177,comedy,15.6,37.6,0
46.7,79,scifi,82.9,17.6,0
245.9,171,action,46.1,48.6,0
57.9,96,action,71.5,37.9,1
223.3,96,comedy,70.0,36.7,1
294.7,93,horror,90.7,8.0,1
274.9,175,horror,67.3,36.1,1
85.9,147,horror,15.4,34.1,0
235.0,174,action,68.3,32.0,1
167.2,118,action,16.8,67.9,0
110.3,149,action,8.0,70.9,0
142.4,84,drama,51.0,89.6,1
143.3,143,drama,64.4,99.0,0
197.3,110,action,49.1,51.6,0
68.2,134,scifi,98.6,26.6,0
176.5,141,comedy,62.9,20.5,0
187.1,127,action,74.7,18.1,0
219.3,149,horror,75.6,44.8,1
188.4,91,scifi,93.3,11.0,1
190.9,140,comedy,1.4,33.0,1
152.9,98,action,73.4,63.2,1
142.5,94,comedy,35.6,49.7,0
106.7,120,scifi,78.6,50.8,0
139.5,168,action,38.9,33.9,0
292.4,171,horror,31.1,87.8,1
223.0,118,comedy,89.3,52.6,1
116.3,142,scifi,91.0,44.2,1
43.0,172,drama,80.6,97.6,1
10.2,171,scifi,99.3,66.2,1
139.7,77,action,32.1,94.1,0
31.6,156,comedy,29.5,93.7,1
216.2,123,drama,83.2,14.9,1
19.5,98,drama,15.9,84.4,0
293.5,78,comedy,29.3,80.9,1
176.2,77,horror,90.5,93.8,1
61.2,175,horror,61.1,34.5,0
179.1,119,action,61.2,18.6,1
126.9,122,horror,15.2,80.9,0
270.6,106,drama,23.0,27.1,0
234.2,102,scifi,20.6,25.0,0
70.3,88,comedy,81.0,9.1,0
16.3,107,comedy,46.9,83.1,0
136.2,97,action,75.1,54.5,1
271.3,128,action,2.7,71.5,1
248.5,101,action,95.2,21.7,1
231.5,113,comedy,46.9,67.9,1
125.9,118,drama,96.5,67.1,1
75.1,117,horror,58.1,69.3,1
177.2,132,scifi,23.0,63.8,0
93.0,165,scifi,78.1,85.9,1
108.1,109,comedy,1.2,57.3,0
200.5,158,comedy,48.3,3.4,0
106.2,109,action,88.1,45.3,1
222.6,177,horror,13.5,31.9,0
112.8,162,scifi,52.8,22.6,0
246.1,138,action,90.3,80.6,1
294.3,163,comedy,30.9,99.0,1
155.4,159,drama,35.6,71.8,0
121.2,129,action,65.9,99.4,0
150.2,90,drama,1.3,34.9,0
86.0,168,drama,88.1,59.2,1
101.4,121,comedy,32.7,0.2,0
270.1,125,action,78.1,17.9,1
236.2,77,horror,99.2,80.0,1
154.5,133,comedy,59.5,28.9,0
250.9,151,action,47.7,88.9,1
14.0,149,horror,28.9,59.4,0
167.2,156,comedy,65.4,85.8,1
252.6,77,drama,73.4,32.7,1
127.5,142,drama,35.1,24.3,0
169.3,106,comedy,37.8,24.3,0
85.5,165,horror,43.1,83.4,0
39.6,106,drama,6.9,74.1,0
171.8,99,comedy,64.7,7.9,0
153.3,83,comedy,24.2,50.0,1
268.4,86,action,20.1,88.6,1
79.5,147,drama,52.9,3.4,0
264.0,84,comedy,49.7,40.5,1
145.5,113,comedy,94.5,23.9,1
5.5,97,scifi,61.2,92.5,1
