ram_gb,storage_gb,battery_mah,brand,camera_mp,price
4,256,4243,samsung,200,30638.99
8,64,5606,samsung,48,24591.68
16,512,5525,xiaomi,200,46189.18
6,128,4164,samsung,48,22159.79
4,256,3285,apple,48,51009.86
4,64,5228,samsung,108,27326.88
4,64,5331,samsung,48,21899.6
12,256,4214,oneplus,12,29098.69
8,512,3131,xiaomi,64,31454.6
6,512,5024,xiaomi,108,34723.56
12,128,5169,xiaomi,200,33679.72
16,128,3559,apple,200,66728.91
6,64,3011,apple,48,46833.24
12,64,3050,samsung,108,30746.48
4,256,3245,oneplus,12,22208.89
8,256,5105,oneplus,64,28090.84
6,64,5672,oneplus,64,28236.0
16,64,5256,oneplus,48,33226.59
12,128,4904,apple,48,55952.66
12,128,3305,apple,64,53350.1
4,128,3950,xiaomi,48,17612.75
12,512,3126,samsung,108,36912.74
6,64,3857,xiaomi,12,17287.59
6,128,4368,samsung,48,23645.58
16,512,3519,xiaomi,108,38020.58
8,512,4622,xiaomi,200,41464.14
16,256,3420,oneplus,200,42794.67
16,256,5681,oneplus,200,42428.53
6,64,4785,apple,64,53342.26
8,512,5607,xiaomi,64,31375.47
16,64,3110,samsung,48,29699.45
12,512,3213,samsung,200,43304.66
6,128,4119,samsung,64,23897.02
4,512,4747,samsung,200,36218.58
12,256,3818,samsung,48,32112.41
16,64,5188,xiaomi,64,29782.43
4,512,4371,oneplus,200,39236.72
16,64,4931,apple,12,56210.45
16,512,5324,oneplus,12,39475.5
12,64,5953,oneplus,12,26073.83
16,64,3019,samsung,48,26750.37
6,64,3886,samsung,108,22271.76
8,256,5050,xiaomi,200,33440.81
6,128,3596,samsung,108,26239.32
8,128,5093,apple,12,53695.2
12,64,5864,samsung,64,28846.34
12,128,3415,xiaomi,64,25876.63
12,256,3781,oneplus,108,34681.24
6,64,5744,oneplus,12,23449.58
12,256,4347,samsung,108,34488.07
8,128,3359,oneplus,108,26255.84
4,128,5749,xiaomi,200,30239.74
4,256,5348,xiaomi,12,20357.97
12,128,4429,apple,64,59970.75
16,256,3593,xiaomi,108,33109.63
12,512,4243,xiaomi,12,29319.99
8,256,5144,samsung,12,26807.16
4,64,5290,apple,108,53948.48
6,128,5141,xiaomi,108,25091.28
4,128,4157,xiaomi,200,29608.03
4,512,4286,oneplus,12,27045.63
6,512,4499,xiaomi,108,31040.26
12,64,3692,apple,48,56786.95
16,128,5737,xiaomi,64,33435.33
8,64,5379,oneplus,12,22635.88
8,128,5432,xiaomi,12,22415.63
12,64,3577,samsung,200,33030.76
6,256,4173,oneplus,48,25156.67
4,128,3859,xiaomi,12,16289.46
16,512,3492,samsung,48,37225.9
12,512,5150,oneplus,108,42465.27
4,64,3458,oneplus,12,19007.25
4,256,3540,samsung,48,22383.98
6,512,4338,apple,200,63369.15
8,128,3929,apple,48,53893.71
4,64,3582,xiaomi,12,17909.27
12,128,3329,xiaomi,200,32650.45
8,128,3160,xiaomi,108,25252.23
8,64,4630,apple,48,50083.51
16,64,3803,samsung,200,38420.23
12,256,5627,apple,108,63444.83
4,64,3648,samsung,12,15110.64
6,256,5673,apple,48,55365.26
12,512,5527,xiaomi,48,36976.96
12,128,3018,apple,108,56074.77
6,256,5179,apple,64,56512.89
8,512,5238,samsung,64,36207.33
4,512,4152,xiaomi,64,27093.16
12,128,5923,xiaomi,48,29820.95
4,64,3195,xiaomi,48,17042.23
4,64,3552,oneplus,200,26369.98
4,128,4963,oneplus,108,26753.08
4,256,5663,oneplus,200,33911.12
4,512,4485,apple,200,62965.94
8,128,5458,apple,200,60879.53
16,64,4623,apple,200,67592.04
4,256,4486,xiaomi,48,23454.99
6,512,3464,oneplus,64,31130.33
6,64,3439,samsung,64,20159.75
4,256,4806,samsung,200,33608.59
8,64,4226,apple,48,47886.22
6,256,5725,samsung,200,32527.17
6,128,4321,samsung,108,27866.58
6,128,4283,samsung,48,23162.18
16,64,5511,samsung,64,34133.18
16,64,5365,xiaomi,108,33060.59
4,256,3364,samsung,108,24930.34
8,512,3407,oneplus,12,29474.7
16,512,3457,xiaomi,64,35904.14
8,128,5878,samsung,48,23240.66
16,128,5645,apple,64,64434.88
6,256,4129,xiaomi,108,26640.33
8,128,5584,samsung,200,34035.58
16,512,3802,samsung,48,39945.32
8,512,5316,xiaomi,12,31056.51
16,64,5433,apple,108,60297.89
8,256,3473,apple,12,51883.47
12,256,3475,xiaomi,64,28008.16
8,256,5662,oneplus,12,28239.95
4,256,4726,oneplus,200,34892.0
8,256,5880,samsung,200,39458.54
12,128,3002,apple,48,55260.15
6,64,5763,oneplus,200,32468.74
12,64,5907,oneplus,108,33298.25
12,512,5077,samsung,48,37392.73
6,512,3431,xiaomi,108,30504.37
4,256,5391,samsung,12,25644.75
6,512,5933,oneplus,48,36174.28
8,128,5590,xiaomi,12,25247.51
12,256,5870,samsung,48,33319.38
8,128,4185,xiaomi,64,21406.25
4,64,4573,apple,64,48463.3
4,128,5321,xiaomi,48,21092.38
16,256,5858,xiaomi,12,34767.82
16,128,4800,oneplus,108,36125.93
12,256,5298,samsung,64,29279.79
16,256,5597,oneplus,108,40263.39
4,128,4758,xiaomi,200,27720.5
16,512,3637,samsung,64,35565.11
6,64,3114,xiaomi,12,14925.28
6,256,5243,xiaomi,64,26294.22
16,128,3537,apple,108,61387.02
4,512,4316,oneplus,12,27640.36
12,256,4906,apple,12,57550.52
4,256,5968,xiaomi,64,22907.36
8,512,4814,xiaomi,48,30026.62
8,512,3286,xiaomi,200,35109.24
4,512,5996,xiaomi,108,31191.71
16,256,4518,xiaomi,200,39219.07
8,256,3005,apple,64,52870.75
16,128,5176,oneplus,48,32298.39
8,512,4093,xiaomi,64,30134.39
6,64,4384,samsung,200,27534.45
4,128,4086,samsung,108,23239.87
12,512,4561,samsung,12,36106.44
4,512,5636,samsung,64,33453.76
4,256,4353,samsung,64,25429.17
16,64,3725,xiaomi,108,30653.26
6,512,5380,samsung,64,34389.05
6,512,5740,apple,64,62526.88
16,128,4296,apple,12,57039.09
8,256,5555,oneplus,48,31409.16
8,64,4111,samsung,108,27447.39
12,64,4731,samsung,200,35974.22
16,128,4513,samsung,200,37230.8
16,512,4476,xiaomi,64,38303.51
8,256,4382,oneplus,12,26620.27
16,256,4174,samsung,200,40776.82
12,64,3382,samsung,108,28474.8
8,128,3239,xiaomi,64,20960.76
12,256,5849,xiaomi,108,37007.74
16,512,3723,apple,48,65374.24
6,128,4411,xiaomi,48,22460.73
8,512,3600,oneplus,200,39816.1
6,64,4008,samsung,12,18937.8
16,64,5638,samsung,64,32095.75
4,128,3039,xiaomi,12,16268.42
12,64,5554,oneplus,48,31478.98
4,64,5833,samsung,12,23160.65
12,512,5813,xiaomi,64,37583.23
6,512,5318,samsung,64,30528.05
6,256,5455,oneplus,12,26988.2
12,512,4850,oneplus,12,34665.21
8,256,5349,samsung,48,26966.05
12,512,4473,apple,48,64592.45
6,256,3559,apple,108,58218.19
8,256,5663,oneplus,200,36881.45
16,128,3101,samsung,108,30851.84
4,256,5980,apple,48,54913.02
6,512,5993,xiaomi,108,36947.89
6,128,4022,xiaomi,48,20072.44
4,64,5994,oneplus,12,21466.18
16,128,4528,xiaomi,64,33235.54
6,512,4586,samsung,200,37923.05
8,64,5360,oneplus,108,29064.73
4,64,4755,xiaomi,12,15952.4
8,128,4537,oneplus,12,23410.68
8,64,3476,samsung,12,19295.81
8,128,3485,oneplus,12,21623.02
8,64,5236,oneplus,200,32544.89
4,128,5504,xiaomi,12,22123.52
4,512,5425,xiaomi,12,26768.03
16,512,5221,apple,108,70886.53
4,128,4037,xiaomi,108,21439.45
8,512,4774,xiaomi,200,39783.37
16,256,4189,apple,64,63693.85
4,512,5202,xiaomi,200,35842.49
6,512,5749,xiaomi,64,30297.37
16,64,5681,xiaomi,48,28595.38
16,512,3005,xiaomi,64,34619.74
12,256,5557,apple,64,62134.47
4,128,4219,samsung,12,21933.29
8,128,3262,samsung,200,30943.42
4,512,3012,apple,64,56540.15
4,512,4546,oneplus,12,29974.07
6,64,3575,xiaomi,200,23848.39
6,512,5488,oneplus,108,38208.31
16,128,3295,samsung,64,27964.81
12,64,5594,samsung,200,36963.53
4,64,3046,xiaomi,200,25542.01
12,256,3695,samsung,108,34029.76
6,64,3244,xiaomi,12,17797.17
6,512,3210,samsung,108,32732.44
12,128,5627,xiaomi,108,33251.43
8,256,5895,xiaomi,64,26796.55
12,512,5608,xiaomi,48,36528.37
6,512,5636,samsung,48,32931.0
4,128,4104,samsung,64,21559.84
8,256,5827,xiaomi,48,26049.34
6,512,5277,samsung,200,39969.11
4,64,3642,apple,12,44836.25
6,256,3679,xiaomi,108,27630.06
12,128,4873,xiaomi,48,28616.22
4,128,5738,oneplus,12,24141.88
8,128,5273,samsung,12,24534.14
8,64,4762,oneplus,64,25240.48
16,512,4311,samsung,48,38148.93
4,512,3631,xiaomi,108,33063.58
4,256,3362,oneplus,48,23269.44
4,64,3266,xiaomi,64,17901.61
8,512,3411,apple,48,59146.89
6,256,3108,samsung,200,30317.87
16,128,4818,apple,12,55850.75
8,256,5463,oneplus,12,27035.26
6,512,3438,xiaomi,48,24312.86
4,64,3078,xiaomi,64,17911.99
12,128,3522,apple,64,56135.72
6,512,3254,oneplus,48,29284.3
8,256,3115,samsung,108,27320.61
8,256,4447,oneplus,108,32731.04
6,64,5785,apple,64,52224.33
