age_years,km_driven,engine_cc,bike_type,num_owners,price
9,63327,109,commuter,3,27672.38
12,21149,265,cruiser,1,57453.49
6,15625,392,cruiser,2,93817.29
1,49038,776,commuter,1,111071.02
12,50611,815,commuter,1,66318.18
2,16321,959,sport,1,159393.89
5,25101,233,commuter,1,69471.7
2,7449,183,cruiser,2,102084.7
11,23973,545,scooter,2,57332.14
9,6104,719,scooter,1,84329.63
0,56224,604,commuter,3,105566.83
1,46211,119,cruiser,1,87986.14
6,68586,801,cruiser,3,100399.83
14,19363,144,sport,3,50969.42
10,45480,765,commuter,1,71724.48
2,48204,805,sport,2,134610.5
12,19955,777,scooter,1,66128.36
14,75708,259,cruiser,1,37136.78
5,14804,251,sport,1,103259.31
13,63024,828,cruiser,2,75437.48
12,13524,382,commuter,3,47793.51
8,70065,774,commuter,3,72718.25
8,19089,263,cruiser,2,80475.16
13,10998,783,scooter,2,63225.02
0,58611,903,commuter,1,117901.64
9,39740,346,cruiser,3,67563.1
11,26042,798,sport,1,107809.64
12,2181,397,cruiser,2,75471.79
11,38474,234,scooter,3,32764.59
13,31074,265,commuter,3,33378.03
10,48891,659,scooter,2,64776.34
2,50556,390,commuter,3,80245.91
8,25258,632,commuter,1,82493.53
4,57534,639,commuter,2,86245.88
9,49648,460,sport,1,86527.03
6,21162,710,scooter,2,90005.72
3,759,399,cruiser,2,112018.32
5,55885,743,sport,1,122611.53
5,5559,302,scooter,1,75723.91
2,67216,803,sport,2,133005.07
14,68802,664,cruiser,3,57722.57
2,51671,610,scooter,3,93143.31
8,11465,271,commuter,2,58238.79
2,66622,847,commuter,3,112084.28
11,66890,173,cruiser,1,47143.2
8,76459,706,scooter,2,66159.37
1,76507,288,sport,3,94164.02
9,30252,556,commuter,3,68374.37
3,63558,951,commuter,1,111435.52
10,58321,960,cruiser,1,100715.22
5,2451,995,cruiser,3,136829.8
11,43709,581,scooter,3,48178.65
9,30354,893,cruiser,3,108665.62
0,20621,530,sport,1,135544.75
3,10539,135,sport,3,98050.28
3,57447,570,commuter,1,91754.95
9,62691,325,commuter,3,49006.51
12,45918,432,cruiser,2,59800.63
9,72097,690,sport,3,87420.79
12,13040,204,commuter,2,37730.59
1,25754,638,commuter,1,110933.44
1,33999,761,scooter,2,109698.69
9,70838,190,sport,2,57300.61
0,30321,165,commuter,2,82313.46
3,50813,703,commuter,2,97505.69
5,53058,769,cruiser,3,109164.03
1,25975,626,sport,3,136126.7
8,7153,203,scooter,2,54931.86
6,66673,296,commuter,1,57225.67
8,67049,161,commuter,3,32470.64
12,39005,540,scooter,1,55425.59
9,6281,460,sport,2,97242.67
4,55163,912,commuter,2,109727.52
13,4336,926,commuter,3,84298.14
5,68168,925,sport,1,131560.78
8,2292,119,cruiser,3,61027.09
12,24330,743,commuter,2,72340.52
3,50612,278,cruiser,3,91514.41
2,28102,344,commuter,2,88049.93
5,67285,653,sport,1,106099.84
9,13546,454,cruiser,1,82676.43
3,71200,313,cruiser,3,81062.26
2,65197,950,sport,3,140044.55
6,38202,492,scooter,1,76947.04
14,42759,262,cruiser,3,37381.4
2,68970,679,cruiser,2,114958.0
4,49194,577,sport,3,110278.67
10,26106,406,scooter,1,56723.25
6,49904,954,sport,2,128768.06
0,23838,808,cruiser,1,147717.87
8,24511,725,sport,2,107499.31
3,35948,506,commuter,1,94037.29
6,8527,553,cruiser,3,101778.36
10,65698,581,commuter,1,57664.39
0,15401,976,cruiser,3,149335.95
1,47450,384,commuter,2,92613.53
11,78997,835,commuter,3,62902.98
10,77658,475,sport,2,69522.57
8,36836,609,sport,1,98648.49
3,13125,184,sport,1,103016.65
7,1662,359,commuter,1,80773.93
6,16143,525,cruiser,3,100246.69
13,39479,166,cruiser,2,41366.67
1,10734,994,sport,3,158680.62
2,66305,381,sport,2,107193.5
14,79760,894,scooter,1,56344.44
4,39850,853,cruiser,3,116856.07
7,48736,642,cruiser,1,89846.58
10,8282,967,commuter,3,92850.83
9,61167,109,scooter,1,31531.24
7,55809,783,cruiser,3,96935.88
10,56503,984,commuter,1,84914.41
7,7479,738,commuter,2,98914.83
1,74362,106,scooter,3,57556.02
2,55131,137,cruiser,2,84152.07
0,60354,715,cruiser,1,129811.82
7,38514,759,scooter,2,83797.53
9,10130,672,cruiser,1,97554.57
9,32126,734,sport,3,101927.29
9,61444,709,sport,1,95002.62
7,63746,733,cruiser,1,97521.62
5,63156,595,cruiser,3,94683.07
13,55846,495,sport,1,63898.09
12,33848,316,sport,1,68851.35
2,48588,411,sport,1,118395.06
12,29564,179,cruiser,3,47508.84
0,62383,336,commuter,3,82255.58
3,17383,437,commuter,2,87803.7
12,52262,858,sport,1,98148.85
5,48862,444,sport,3,105119.83
0,37824,137,commuter,3,81186.39
1,72443,468,sport,3,105173.21
9,39625,823,commuter,2,77631.29
5,34858,570,scooter,1,80366.67
5,35842,761,scooter,1,91273.34
8,26375,913,sport,3,124755.42
0,42348,319,commuter,1,97277.48
8,37543,628,commuter,2,72480.48
8,35933,136,commuter,2,41325.87
8,53236,556,commuter,2,66071.86
13,37918,367,sport,2,60101.31
11,41066,935,commuter,2,85781.83
13,16054,125,scooter,1,24264.78
1,13711,876,scooter,3,120285.42
3,51023,754,sport,2,130774.0
5,31268,147,scooter,2,52682.62
14,29581,802,sport,1,87124.72
10,33756,322,sport,1,77823.07
11,41031,764,cruiser,3,80340.56
14,65013,550,cruiser,3,52537.01
11,66014,150,sport,1,54083.61
3,75830,275,commuter,1,68412.34
0,39098,514,cruiser,1,120447.03
4,60254,356,cruiser,3,86846.86
8,49887,981,cruiser,3,110636.96
8,50312,941,commuter,2,89933.69
0,27052,178,commuter,1,90487.73
4,28907,294,cruiser,2,94902.21
1,53595,522,sport,2,122017.21
2,2340,763,scooter,3,118957.22
0,21518,459,sport,2,134742.01
3,15899,428,cruiser,1,107156.79
11,78636,706,cruiser,1,69680.24
6,52216,333,cruiser,1,81936.0
5,63428,114,commuter,2,53895.29
8,73205,545,sport,3,82563.94
13,55506,981,scooter,3,61043.37
7,49870,605,commuter,1,77212.97
1,67700,216,commuter,3,75365.49
13,28907,731,sport,2,86795.75
8,48402,819,sport,3,106575.98
9,7598,240,sport,1,80601.7
2,56573,780,scooter,1,101445.67
4,69625,796,commuter,3,95606.05
