cement_kg,water_kg,age_days,mix_type,aggregate_kg,compressive_strength
370.1,136.2,203,standard,1135.2,59.01
431.9,140.6,54,standard,778.3,55.67
163.7,244.6,17,highperf,1061.9,35.93
355.8,196.8,132,standard,1008.2,48.91
462.2,165.0,293,lightweight,982.5,66.87
122.2,197.4,229,lightweight,902.4,33.86
382.4,162.2,73,standard,1114.2,55.82
184.7,203.3,241,standard,1145.0,42.29
158.1,114.0,305,lightweight,1135.6,44.68
292.7,249.3,86,highperf,1137.3,55.43
341.1,153.4,202,standard,1038.1,62.75
430.5,136.4,118,highperf,1005.1,67.37
344.6,205.5,264,highperf,1121.5,67.69
415.4,102.6,310,highperf,1011.3,78.47
362.0,241.5,238,highperf,791.9,56.94
211.8,119.0,67,lightweight,1173.3,39.24
411.8,118.7,119,standard,1042.9,58.65
310.8,233.3,205,highperf,880.2,56.8
195.9,229.5,215,lightweight,700.4,34.13
301.7,203.1,178,highperf,887.3,57.95
247.3,227.0,259,highperf,939.8,52.88
153.7,241.5,175,highperf,1130.0,43.31
212.7,203.1,233,highperf,1043.6,49.7
336.8,104.9,85,standard,984.4,54.01
362.8,117.0,27,highperf,808.3,60.66
378.5,105.4,43,highperf,1121.2,62.58
214.2,152.6,129,lightweight,931.5,33.37
296.5,194.0,110,highperf,1077.7,59.63
129.2,105.7,119,lightweight,844.3,33.77
407.2,126.1,264,highperf,865.6,73.74
340.7,208.4,358,highperf,944.0,58.69
468.5,213.8,149,standard,760.9,62.21
153.5,176.1,57,highperf,843.7,42.67
450.9,223.0,16,standard,976.5,53.19
245.2,189.8,253,standard,1063.3,49.25
488.9,242.3,172,standard,1046.3,63.16
369.8,237.4,361,lightweight,845.1,51.3
261.3,221.5,346,standard,752.6,45.58
480.8,118.7,276,highperf,732.5,74.8
119.6,128.3,11,lightweight,1176.2,22.22
499.6,199.4,56,standard,1180.1,65.12
413.0,172.5,184,lightweight,797.8,48.5
118.5,230.7,128,lightweight,886.6,27.21
458.5,191.9,204,highperf,797.8,69.41
321.7,127.7,253,lightweight,1022.4,47.34
434.4,122.5,46,highperf,826.9,69.94
455.3,194.2,240,standard,869.9,66.05
338.0,162.6,36,standard,724.6,49.63
233.3,221.4,97,lightweight,1032.6,32.44
179.1,119.9,88,lightweight,723.9,33.88
131.0,206.0,16,standard,728.9,28.86
173.2,154.2,335,standard,716.8,36.56
278.9,177.1,6,highperf,862.7,38.43
253.7,128.4,203,standard,1111.3,48.81
374.3,151.0,44,highperf,991.1,61.59
233.0,142.2,319,highperf,991.2,54.19
101.6,219.7,176,standard,729.7,30.05
203.7,132.0,264,standard,768.7,41.96
114.1,209.7,277,standard,788.8,39.72
196.6,185.2,195,standard,912.7,43.92
146.8,222.8,258,standard,710.6,31.58
305.8,162.0,234,standard,1158.1,55.32
112.1,180.6,349,standard,806.0,41.27
396.0,156.1,187,standard,860.6,58.58
355.2,185.9,333,standard,1085.7,50.59
313.8,178.2,92,standard,822.7,48.5
341.8,106.7,58,highperf,726.7,59.48
493.0,204.8,53,standard,1024.7,66.48
402.6,185.6,174,highperf,1138.8,62.57
203.3,122.0,18,lightweight,878.5,41.29
224.3,189.0,260,highperf,1126.0,53.49
337.1,106.7,86,highperf,886.0,63.36
141.8,144.3,44,standard,1126.0,38.17
144.0,155.6,323,standard,751.5,38.05
171.8,185.4,91,standard,846.8,39.36
175.9,238.9,86,standard,1120.7,35.08
362.8,126.5,219,highperf,778.4,72.24
275.2,212.5,89,standard,1027.3,40.58
201.9,171.8,3,standard,1025.5,26.42
106.1,129.4,210,lightweight,1066.6,39.68
318.2,237.9,103,highperf,779.9,57.01
111.9,115.4,348,highperf,803.2,46.92
384.6,192.3,319,highperf,1022.0,69.61
420.3,178.9,176,standard,849.3,53.42
467.1,241.9,118,lightweight,973.1,54.31
268.2,132.3,53,standard,707.9,46.28
396.9,235.0,99,standard,781.0,49.38
372.7,146.9,138,highperf,781.4,69.04
200.9,176.8,219,highperf,765.4,51.02
261.4,143.6,206,highperf,850.8,52.49
241.7,208.6,245,highperf,759.3,51.8
161.7,149.4,4,lightweight,1063.9,25.69
132.7,138.4,43,standard,844.9,27.34
306.6,151.6,364,standard,802.1,55.41
348.3,216.4,192,lightweight,959.0,47.87
255.5,164.9,26,standard,745.2,34.73
168.1,106.6,249,standard,942.1,42.44
126.3,108.1,259,highperf,1006.2,48.9
299.6,112.3,359,standard,962.6,57.1
159.7,194.8,261,lightweight,999.1,31.23
267.9,155.1,52,highperf,986.1,53.58
274.1,180.7,110,lightweight,1084.4,45.63
316.5,233.5,331,highperf,1085.3,56.98
180.7,146.4,22,standard,1192.7,45.44
440.9,200.5,279,standard,979.5,69.06
479.8,151.8,225,standard,1124.7,64.54
394.3,223.5,159,highperf,1064.3,65.43
146.5,212.3,237,highperf,703.7,40.63
466.4,206.4,99,highperf,791.1,61.67
437.2,118.0,198,standard,1033.3,55.82
393.5,140.9,172,standard,1109.5,59.73
183.9,246.3,146,highperf,892.8,49.24
292.8,199.7,336,standard,764.9,52.68
424.4,178.1,123,highperf,1053.4,70.12
139.6,223.1,229,standard,864.9,41.54
227.7,168.2,312,standard,1179.3,46.57
326.2,129.6,239,standard,892.2,55.3
256.7,166.3,252,standard,1122.8,48.74
335.7,130.9,139,highperf,866.4,61.38
459.8,107.4,340,highperf,839.0,77.37
305.1,141.7,25,highperf,872.9,55.69
266.1,136.2,260,lightweight,765.9,44.4
223.9,173.1,331,standard,1081.4,52.31
181.9,157.4,98,standard,954.1,42.21
156.1,176.6,251,standard,705.6,36.42
229.3,123.2,256,lightweight,815.7,42.09
337.9,128.4,330,highperf,1187.4,69.8
158.6,141.5,132,standard,955.3,39.43
366.6,210.9,281,standard,1013.9,56.17
336.2,182.6,118,highperf,1130.8,59.51
311.5,169.8,132,highperf,1005.4,58.84
440.9,174.3,318,standard,1067.5,64.73
115.0,213.2,198,standard,1064.3,32.46
204.0,150.1,334,standard,728.0,41.25
454.6,188.6,290,standard,1162.0,68.58
156.2,184.2,320,highperf,1194.0,47.66
302.1,193.4,154,highperf,898.6,56.66
198.0,133.0,342,standard,938.6,50.25
383.4,138.0,329,standard,821.6,60.22
467.3,180.0,124,lightweight,713.8,58.11
180.6,134.6,306,standard,956.7,44.02
222.9,155.8,121,highperf,1143.3,53.55
191.4,209.0,234,highperf,1023.3,47.6
226.5,230.5,19,standard,906.7,36.13
102.5,107.0,116,standard,1118.0,33.29
104.4,170.2,273,standard,913.7,32.82
341.1,117.2,158,highperf,901.7,62.25
111.9,210.5,115,lightweight,1006.8,33.93
100.9,205.7,92,highperf,1058.9,45.53
250.3,249.6,145,standard,811.8,38.22
385.1,162.8,137,standard,989.6,61.29
201.0,160.8,110,highperf,1031.2,51.6
302.3,135.3,338,standard,738.7,49.57
383.0,149.4,247,standard,1193.1,61.34
131.7,148.3,62,standard,1041.3,39.94
400.8,134.9,346,standard,1038.7,61.7
191.6,207.6,207,standard,1044.3,40.28
133.0,129.6,172,standard,1046.5,42.47
264.2,183.3,353,standard,749.3,47.45
303.2,195.3,36,highperf,800.3,53.71
191.7,203.8,72,standard,701.1,34.18
308.0,176.2,20,standard,906.4,42.62
250.6,186.2,207,standard,905.6,48.57
298.1,103.5,355,standard,1122.1,53.88
367.2,162.2,311,lightweight,991.1,54.53
359.6,145.5,264,lightweight,724.0,50.72
328.9,165.7,219,lightweight,1124.1,49.38
384.5,109.8,59,standard,1009.0,57.75
121.1,218.2,37,highperf,716.0,34.75
427.6,241.0,7,standard,833.5,46.38
263.3,162.6,206,lightweight,1061.1,38.64
259.9,141.4,145,standard,1189.4,51.51
105.5,108.1,65,standard,752.2,28.61
410.1,157.2,85,lightweight,1037.2,59.25
334.7,104.7,118,standard,1187.2,63.72
317.0,190.7,36,standard,849.6,45.85
419.1,105.9,69,highperf,1111.1,68.8
236.0,238.7,211,highperf,982.8,55.95
228.9,249.7,310,lightweight,989.4,37.51
117.0,104.1,185,lightweight,1140.3,36.24
225.6,144.6,95,standard,1064.5,49.66
447.4,131.6,325,standard,754.6,69.05
311.1,139.3,174,standard,1137.4,55.13
133.0,233.0,201,highperf,1004.5,45.43
276.6,109.6,345,standard,845.2,50.82
256.2,207.5,351,lightweight,1067.1,43.26
129.4,242.4,51,highperf,1012.1,39.18
325.4,184.4,88,standard,1185.0,46.33
176.0,242.2,170,lightweight,1145.4,34.01
122.9,197.0,81,highperf,1081.8,40.32
149.0,184.4,165,highperf,728.8,43.5
264.7,215.7,212,highperf,867.6,50.28
245.6,191.3,278,standard,1056.9,50.77
485.6,107.1,102,standard,743.5,64.3
472.1,238.5,53,standard,760.3,55.26
403.4,139.4,248,standard,893.5,67.41
441.7,183.1,215,standard,1008.9,60.96
497.5,127.6,354,standard,888.9,62.54
203.6,214.4,339,standard,761.3,42.43
465.4,180.8,291,standard,1167.7,66.24
486.3,130.4,17,highperf,859.5,69.11
118.8,111.4,208,standard,772.0,37.59
115.6,241.9,112,standard,1179.5,33.78
379.0,152.0,129,lightweight,982.3,53.98
232.2,107.3,306,highperf,1017.4,59.29
226.3,228.1,304,standard,1070.1,42.8
497.9,125.8,6,highperf,1125.8,70.42
158.0,148.0,184,standard,993.1,43.95
293.2,102.6,249,standard,715.6,53.5
146.6,214.6,223,highperf,1129.8,48.74
412.8,133.4,357,highperf,718.5,73.75
448.2,207.6,76,highperf,813.7,66.17
179.9,215.1,312,standard,1113.2,41.21
445.1,235.8,48,highperf,750.4,64.28
234.1,224.8,165,lightweight,842.8,39.79
456.9,241.5,45,highperf,772.9,55.97
400.2,133.3,351,lightweight,728.9,50.62
488.0,157.0,86,standard,902.0,66.26
285.4,102.8,216,standard,1160.4,60.26
368.1,191.1,187,lightweight,814.3,47.27
188.6,175.1,313,lightweight,1024.4,39.84
285.5,175.4,252,standard,1195.2,57.56
219.1,236.8,167,standard,1129.4,44.5
178.6,226.4,305,lightweight,945.9,35.69
142.4,129.4,188,standard,1097.3,37.33
149.3,176.0,180,standard,978.6,38.75
382.5,115.2,42,standard,961.9,55.61
218.8,116.2,217,lightweight,965.9,39.89
433.7,156.4,127,standard,846.6,54.03
137.2,160.3,265,standard,855.5,43.42
117.6,161.1,355,lightweight,957.3,34.68
155.1,186.5,134,standard,928.0,43.23
436.4,218.2,265,highperf,748.5,60.11
485.0,230.5,209,standard,1186.5,61.46
116.3,249.0,55,standard,966.2,22.01
431.5,209.2,185,highperf,1124.4,64.66
168.7,102.1,90,standard,930.8,43.11
289.0,146.8,118,lightweight,944.5,40.86
253.9,201.2,357,standard,896.1,50.68
358.0,110.2,121,standard,763.8,53.32
140.7,227.9,121,lightweight,928.8,24.31
423.9,182.8,334,standard,788.6,63.28
384.9,248.6,66,highperf,975.6,58.56
241.9,152.9,1,lightweight,898.8,24.54
287.7,201.2,244,standard,1080.4,47.97
183.8,102.5,272,lightweight,765.4,38.55
134.4,193.4,123,standard,734.3,30.96
495.2,224.6,235,highperf,1198.5,73.96
198.0,165.0,185,standard,981.0,43.02
449.6,144.0,120,lightweight,1155.7,62.92
190.4,191.4,239,highperf,1058.0,53.28
430.9,105.6,334,standard,1059.1,69.82
313.3,181.6,220,standard,1042.6,51.17
223.9,177.5,199,highperf,1075.8,53.32
491.5,217.4,87,standard,909.8,62.62
158.0,239.3,178,standard,1117.6,32.48
221.5,164.8,3,standard,872.5,31.55
419.2,106.9,45,highperf,781.8,67.71
260.6,202.0,92,highperf,1080.0,56.01
453.8,235.5,191,highperf,867.5,68.96
488.8,110.3,237,highperf,1124.1,81.88
461.4,170.0,266,standard,877.4,66.32
380.1,162.2,184,highperf,895.5,62.67
431.6,201.4,47,highperf,721.4,63.35
287.2,180.3,322,standard,1063.8,51.7
424.0,131.0,168,highperf,1178.0,70.61
420.9,111.7,154,standard,860.1,56.67
101.4,244.4,87,highperf,777.7,39.72
326.4,225.6,49,standard,787.9,43.41
242.5,188.2,337,standard,911.9,45.21
223.9,235.8,85,highperf,846.0,43.2
373.4,150.0,302,highperf,1054.2,68.29
161.9,222.7,236,standard,1114.7,39.71
115.0,134.6,72,highperf,768.6,38.06
332.6,172.7,154,lightweight,1140.6,46.07
341.8,194.2,354,lightweight,855.1,49.9
482.1,203.8,75,highperf,1073.8,75.42
122.4,186.6,156,highperf,755.0,36.42
297.5,193.6,197,highperf,769.8,57.75
211.3,206.1,205,highperf,703.4,45.41
138.3,140.4,325,highperf,1123.6,50.93
297.3,126.5,358,highperf,841.7,62.03
196.4,109.3,342,standard,901.6,48.84
269.2,122.7,317,lightweight,898.7,43.6
172.0,195.1,279,standard,848.4,42.53
385.4,131.0,149,highperf,964.4,66.59
384.0,145.3,285,standard,880.8,62.98
105.6,149.8,11,lightweight,947.5,21.71
229.4,247.1,6,standard,949.2,28.45
261.8,159.5,280,standard,1173.0,55.08
212.9,212.0,61,standard,704.6,39.19
351.1,248.6,80,standard,712.0,48.45
326.5,233.1,194,standard,1066.4,50.14
241.2,231.8,152,highperf,972.8,49.25
445.1,249.9,29,highperf,1174.6,61.01
455.3,221.0,125,lightweight,1170.1,55.07
222.8,203.3,104,standard,717.3,36.01
145.5,130.7,226,standard,1046.4,39.83
421.3,237.5,55,lightweight,871.8,48.42
156.5,136.6,22,standard,1077.2,41.06
301.8,246.8,356,standard,838.0,47.06
193.2,222.9,100,standard,780.4,33.92
427.5,171.0,11,standard,1099.0,53.04
183.6,121.2,114,standard,932.7,46.93
101.8,125.5,43,lightweight,985.7,31.78
143.1,127.4,355,lightweight,906.7,36.0
214.9,172.8,112,highperf,1172.9,48.14
277.8,150.2,287,standard,917.8,50.91
413.0,244.5,111,standard,1106.1,60.01
415.8,158.5,109,standard,964.8,62.96
354.7,206.0,170,lightweight,1136.2,48.82
493.2,176.8,51,standard,942.4,60.92
256.5,115.4,23,standard,1088.2,46.62
312.5,147.9,246,standard,1113.8,55.85
127.1,195.7,277,standard,893.8,39.2
295.3,198.7,100,standard,1150.1,52.44
413.7,136.3,223,highperf,907.7,67.53
356.6,133.7,120,standard,866.8,49.32
380.9,139.4,115,standard,738.1,47.96
450.5,130.1,195,lightweight,709.5,54.95
347.6,225.3,168,standard,931.3,47.09
180.9,152.5,151,standard,793.7,42.96
445.6,143.4,93,lightweight,781.4,57.27
389.1,184.0,207,highperf,1053.9,68.1
470.3,116.8,134,standard,1083.2,65.88
295.4,153.4,276,standard,958.9,50.38
405.7,199.9,63,standard,761.0,49.78
465.0,185.6,247,highperf,849.6,67.68
424.9,158.8,189,highperf,737.3,66.25
287.0,214.3,289,lightweight,852.4,39.26
320.9,193.2,234,highperf,1025.4,56.88
331.8,159.0,360,standard,866.5,52.39
106.2,192.6,228,standard,1118.1,31.61
364.9,229.7,306,lightweight,1158.6,53.13
470.0,122.0,26,standard,781.8,57.44
200.6,136.3,18,lightweight,787.4,36.43
161.1,122.5,74,standard,1190.8,36.64
451.5,188.5,314,lightweight,1091.1,62.88
366.0,206.7,216,highperf,839.6,60.21
409.3,163.3,51,standard,938.5,56.88
239.3,143.9,318,highperf,820.2,54.2
282.2,236.6,115,standard,1139.1,47.87
306.3,180.8,211,standard,1110.0,52.43
173.3,194.9,223,standard,854.8,38.8
474.6,143.3,70,lightweight,976.6,57.1
354.5,165.4,232,standard,968.7,51.95
451.3,177.4,296,lightweight,876.5,53.54
483.3,204.4,288,standard,862.7,59.58
434.4,176.3,62,standard,982.1,56.79
306.6,219.4,62,standard,818.8,48.39
141.5,212.4,330,standard,720.1,36.39
383.2,129.2,323,standard,1049.4,63.5
291.9,188.9,31,standard,1096.9,43.58
197.2,116.7,294,standard,985.7,45.81
105.3,207.9,285,standard,1070.2,36.52
343.8,215.2,92,standard,870.4,47.81
425.6,201.9,26,lightweight,1171.4,52.47
127.9,105.6,333,standard,773.0,36.72
227.8,194.1,14,lightweight,904.3,32.13
224.0,137.4,268,highperf,807.5,56.93
421.1,153.4,282,lightweight,866.1,58.89
267.7,137.0,331,standard,740.7,52.91
236.0,221.0,25,standard,780.0,36.48
332.6,105.6,153,standard,1163.4,60.23
156.5,108.5,255,standard,779.6,41.82
445.0,198.8,69,standard,713.6,58.43
100.9,203.3,145,lightweight,838.8,28.48
321.3,114.4,51,standard,956.2,50.87
335.3,135.4,43,standard,796.9,48.42
387.7,188.4,176,standard,706.7,53.61
158.8,141.1,22,standard,1099.7,38.73
253.6,134.8,354,lightweight,861.2,45.53
307.1,102.8,333,lightweight,1153.9,52.65
295.5,106.8,128,standard,892.2,49.86
382.7,151.3,21,highperf,732.0,55.84
277.7,183.8,150,standard,961.4,52.93
303.6,198.9,302,standard,927.1,51.03
164.7,228.4,154,standard,978.7,31.44
438.1,215.3,122,highperf,702.1,66.93
227.6,176.9,123,highperf,730.7,49.71
357.5,133.1,268,lightweight,739.2,48.29
205.5,178.2,44,standard,822.8,37.94
112.4,146.8,323,highperf,1087.4,49.08
344.8,136.3,320,highperf,1055.5,61.92
488.7,154.7,236,standard,908.9,65.2
118.8,203.5,278,standard,828.2,37.39
136.1,111.8,253,lightweight,985.9,36.21
182.3,234.1,261,highperf,1170.9,47.53
163.0,147.6,312,lightweight,1034.6,40.31
285.0,105.3,285,highperf,1185.5,66.02
391.7,197.5,175,standard,844.7,56.48
175.3,149.4,255,highperf,1164.3,47.56
345.5,158.2,287,highperf,1056.6,64.39
495.4,210.5,108,highperf,756.0,69.54
429.1,234.6,161,standard,831.4,55.54
410.0,185.5,320,lightweight,726.4,50.13
353.1,134.7,270,standard,897.3,54.73
381.2,124.9,264,lightweight,917.6,55.55
111.1,214.4,137,lightweight,755.5,25.46
487.2,193.1,274,standard,752.6,65.08
426.6,101.5,322,standard,754.6,66.8
109.1,226.9,110,lightweight,897.1,20.71
202.0,148.9,291,lightweight,721.8,38.75
317.0,123.0,45,lightweight,817.8,43.91
162.6,162.9,48,standard,992.5,30.78
334.8,245.4,309,standard,913.0,49.29
418.5,184.1,230,standard,1128.1,64.29
396.9,179.6,242,standard,876.7,63.94
487.5,120.0,170,highperf,765.0,75.99
268.5,206.6,277,standard,864.0,45.11
489.8,164.4,235,highperf,735.1,72.01
457.9,109.1,142,highperf,825.1,70.74
117.5,189.4,83,highperf,1037.7,40.29
256.0,134.1,199,highperf,1179.4,58.28
371.8,161.8,122,highperf,1170.4,69.1
259.3,153.8,215,standard,881.0,49.94
362.1,230.8,269,highperf,1102.5,59.16
488.3,189.1,56,lightweight,912.5,60.29
445.2,175.2,46,standard,1018.2,56.52
102.5,165.7,21,lightweight,742.2,21.09
244.2,192.8,28,standard,1003.6,44.57
232.5,166.1,217,standard,1044.9,44.46
116.8,133.5,283,lightweight,915.8,37.38
244.7,175.9,313,standard,979.9,47.11
445.9,199.9,332,standard,719.3,61.79
403.2,141.7,308,highperf,1071.1,71.97
360.1,143.2,336,standard,882.5,63.88
400.5,245.9,187,highperf,814.9,59.82
339.5,239.8,146,lightweight,1133.6,47.52
231.8,173.2,348,highperf,749.4,52.81
186.9,182.2,305,highperf,729.3,47.74
318.2,165.9,305,standard,921.8,54.0
418.1,201.2,178,lightweight,730.4,53.12
133.0,187.6,8,standard,1027.6,29.75
129.6,127.5,188,standard,985.3,41.98
344.0,105.1,141,highperf,1118.3,64.12
291.1,222.6,3,highperf,980.8,42.92
200.5,229.5,14,standard,764.8,29.41
320.6,115.2,342,standard,837.1,59.5
300.3,242.8,140,standard,940.4,44.23
288.0,124.1,271,highperf,818.6,60.51
454.9,135.0,77,standard,743.1,59.76
164.0,112.0,241,standard,756.7,41.11
491.4,125.5,1,lightweight,1074.3,45.8
474.8,221.1,191,lightweight,1054.5,59.59
143.4,237.6,32,standard,796.6,30.62
155.6,201.1,109,standard,927.0,37.58
187.8,248.7,216,highperf,1175.3,53.79
386.3,105.8,48,lightweight,1179.6,49.94
462.3,100.1,72,standard,1080.3,67.64
249.6,239.9,56,standard,822.3,38.88
223.9,170.6,280,standard,837.6,46.35
340.1,203.8,137,standard,1057.1,54.71
282.1,212.2,262,lightweight,758.3,40.46
307.7,102.1,280,lightweight,963.4,48.98
267.6,221.6,242,highperf,1006.4,54.77
345.6,174.9,157,standard,901.9,52.59
403.5,232.4,363,lightweight,757.1,49.6
250.3,226.6,168,standard,822.5,45.85
374.9,201.3,20,standard,787.6,45.34
432.2,181.4,233,highperf,1018.1,68.72
170.0,130.0,71,highperf,929.9,52.65
129.0,215.2,106,standard,979.0,30.68
246.9,165.8,159,standard,931.8,45.08
267.1,113.3,240,standard,892.3,49.92
278.7,127.8,47,highperf,870.1,57.14
288.2,247.4,129,standard,992.3,41.23
167.6,216.5,205,highperf,843.3,46.09
312.0,248.3,90,lightweight,826.2,40.7
255.7,169.6,72,standard,948.8,45.32
344.1,143.5,315,highperf,887.3,64.32
109.7,122.9,42,standard,876.0,40.02
353.0,162.1,197,standard,869.7,51.65
451.8,146.2,175,standard,1000.5,57.87
473.3,243.5,214,standard,1109.9,61.03
365.1,144.5,180,lightweight,853.1,51.34
269.1,141.4,228,highperf,1000.4,59.56
403.6,199.4,136,standard,784.5,54.13
258.6,149.0,259,highperf,984.8,58.14
101.5,194.4,95,standard,991.0,33.74
174.1,184.9,363,standard,894.7,37.41
132.0,152.4,136,highperf,793.7,41.07
363.9,188.3,246,highperf,1038.9,60.15
323.4,245.9,211,highperf,865.2,52.26
465.2,102.7,13,lightweight,918.2,55.42
329.3,111.3,346,highperf,896.8,66.38
241.8,145.6,180,highperf,1163.3,57.54
262.3,200.4,77,highperf,975.1,48.91
132.3,113.9,210,standard,1165.6,43.34
180.1,137.5,70,standard,1094.3,37.21
244.2,196.6,334,highperf,1021.4,52.03
170.0,160.5,257,standard,851.0,40.25
454.9,235.3,24,highperf,746.5,60.53
437.9,201.6,10,highperf,1083.1,60.64
196.8,156.6,241,highperf,1152.4,52.08
142.6,100.3,31,standard,1160.5,31.15
197.9,195.7,150,standard,1117.7,44.42
203.8,111.4,48,standard,1182.5,40.44
266.6,102.8,330,highperf,907.4,57.01
189.8,169.6,208,highperf,1031.3,47.36
402.9,218.7,49,highperf,900.4,62.36
395.6,148.0,16,standard,1182.7,54.48
183.6,131.9,103,highperf,909.3,48.16
497.4,102.5,93,lightweight,1094.2,62.6
272.2,168.7,46,standard,770.5,38.33
102.7,148.5,107,standard,764.5,32.75
498.4,100.3,221,highperf,982.3,77.11
364.3,119.7,228,lightweight,963.2,57.6
345.6,234.6,338,standard,786.9,48.93
418.2,221.8,81,highperf,1123.5,63.09
286.8,192.4,100,lightweight,1007.6,38.53
323.2,181.7,329,standard,934.9,47.82
143.2,111.9,351,lightweight,962.8,36.99
491.9,125.5,166,highperf,967.9,79.92
252.1,147.1,284,lightweight,794.0,43.04
126.5,131.5,138,lightweight,1080.8,29.47
481.7,191.9,347,highperf,992.9,74.43
210.2,190.6,265,lightweight,1189.9,32.58
355.3,125.6,198,highperf,1103.5,68.82
237.7,182.1,121,standard,1056.6,44.27
433.8,118.5,314,standard,1162.5,67.04
126.2,181.2,115,highperf,1139.1,36.67
398.1,186.4,152,standard,1176.8,53.71
327.3,241.8,264,standard,1037.4,50.93
491.2,102.7,333,standard,927.0,68.13
395.5,110.3,343,standard,1186.8,67.39
192.2,246.9,355,standard,1180.7,41.21
239.4,198.7,16,standard,741.9,33.93
322.0,158.3,240,lightweight,847.8,50.7
125.6,203.2,269,standard,1073.0,37.04
314.3,193.1,43,lightweight,792.8,44.08
230.1,205.7,161,standard,848.0,33.8
352.8,207.5,89,standard,1124.7,53.03
487.2,150.2,23,highperf,774.8,69.21
352.4,155.6,184,standard,1092.0,54.67
286.7,244.2,60,standard,709.2,40.27
420.5,185.9,140,standard,947.9,63.04
135.0,152.4,40,standard,758.4,27.49
230.5,156.4,264,highperf,976.6,52.58
303.7,111.4,73,standard,999.0,48.07
435.0,189.7,327,standard,1094.1,59.16
417.4,131.7,272,lightweight,1000.9,60.91
384.6,149.1,157,standard,1185.2,58.49
187.8,154.5,321,standard,731.9,41.43
221.5,152.3,40,highperf,956.6,53.25
483.2,176.9,195,lightweight,775.1,57.15
140.0,212.1,123,lightweight,781.0,28.59
369.0,180.0,234,standard,950.3,61.03
275.2,248.7,176,lightweight,884.4,44.5
262.7,170.4,14,standard,1039.1,42.62
281.1,190.6,343,standard,874.9,50.84
448.9,125.4,285,highperf,764.3,76.41
490.3,154.4,335,standard,1083.5,68.96
429.9,202.0,175,standard,1062.1,62.85
135.5,170.8,36,standard,767.4,33.78
387.1,227.1,109,standard,1036.0,52.56
140.2,221.4,337,standard,895.8,40.34
303.3,248.1,292,standard,1140.6,56.53
348.8,239.6,223,standard,1035.2,49.22
242.3,219.7,300,standard,812.5,39.74
338.4,237.2,233,standard,1099.0,51.68
282.1,107.1,224,highperf,755.5,58.5
321.0,136.3,91,highperf,1132.0,63.4
360.4,248.9,199,standard,709.5,54.71
484.6,221.6,40,lightweight,1000.5,55.51
359.1,198.9,120,highperf,1156.7,68.36
131.5,235.4,29,standard,839.5,28.53
433.3,123.5,81,highperf,1038.8,71.14
110.4,194.4,51,highperf,863.1,34.26
381.7,217.3,351,lightweight,865.5,45.97
137.3,133.4,113,standard,806.8,33.26
304.5,225.3,105,lightweight,1012.1,40.61
472.7,194.1,78,standard,1034.9,57.37
254.2,235.6,237,lightweight,730.8,40.71
401.3,195.2,55,highperf,1005.2,57.56
117.3,246.9,171,standard,1018.5,30.01
303.8,221.8,323,standard,1140.7,52.0
423.3,212.2,135,standard,842.0,59.07
405.4,116.2,331,highperf,1161.8,74.14
305.7,219.5,229,standard,996.7,51.62
306.2,132.0,263,highperf,1042.4,64.2
421.7,176.8,274,lightweight,905.2,59.2
328.4,226.7,208,highperf,1049.2,61.42
400.3,229.1,284,standard,829.4,58.63
240.4,158.4,28,lightweight,878.6,29.88
418.3,218.5,99,highperf,1116.6,64.92
173.4,215.9,294,standard,988.4,37.01
338.0,113.7,226,standard,1007.1,57.83
296.2,167.2,33,highperf,1077.8,55.87
219.9,228.4,48,standard,956.1,37.68
342.1,155.8,93,standard,1091.7,54.13
108.2,239.0,170,standard,850.7,36.69
219.5,134.5,115,standard,860.7,41.11
123.7,152.4,125,standard,1065.6,37.09
435.3,162.0,124,standard,1154.8,59.14
191.4,129.9,279,standard,995.1,47.0
262.5,148.9,280,standard,1130.8,52.18
188.1,179.9,285,standard,895.6,38.75
389.9,125.3,210,standard,755.6,55.53
428.6,207.6,162,highperf,827.8,62.54
148.3,104.5,236,standard,804.1,44.09
457.1,196.3,195,lightweight,1169.6,53.77
105.5,217.7,19,highperf,915.6,31.37
388.1,141.7,77,lightweight,1143.8,52.38
410.2,219.8,28,standard,755.5,45.29
375.6,104.2,284,lightweight,1071.7,57.9
205.2,191.1,71,standard,1097.4,38.61
237.5,240.8,119,standard,1071.5,40.54
