budget_million,runtime_min,genre,num_screens,marketing_spend_million,box_office_revenue_million
282.8,176,drama,1614,75.5,649.81
104.2,116,horror,1685,75.3,310.35
15.2,123,action,2708,71.3,176.5
233.5,158,action,3052,35.3,562.91
188.6,134,drama,4130,24.1,446.96
194.5,150,action,4234,79.1,590.3
253.5,141,drama,3661,21.7,563.75
141.5,101,action,3252,9.8,351.56
56.9,119,drama,1465,48.9,169.52
84.7,123,drama,1306,92.7,269.45
188.6,163,action,548,31.3,409.87
208.3,107,drama,4295,99.7,573.52
131.6,136,action,3871,38.9,389.1
121.7,152,horror,3527,49.3,328.92
129.8,161,drama,2084,59.1,316.02
274.8,153,drama,2651,49.9,651.55
257.1,124,comedy,1236,57.8,572.34
142.1,122,drama,3737,99.6,448.73
53.6,102,drama,553,86.6,193.12
269.8,90,comedy,1394,25.5,588.96
32.3,143,comedy,556,4.5,83.18
293.9,137,scifi,2855,41.0,668.13
274.0,109,horror,1838,11.7,553.58
270.9,170,drama,4178,84.2,712.16
34.5,121,drama,1670,70.4,179.21
233.1,127,scifi,2452,77.5,601.86
204.6,100,comedy,510,70.6,492.85
188.6,156,comedy,1184,73.1,474.33
125.8,162,comedy,3334,52.8,349.67
98.4,89,action,1437,80.0,313.73
186.2,104,comedy,1305,35.6,416.24
254.0,169,comedy,2207,34.0,519.71
176.4,98,comedy,805,45.1,389.3
23.4,120,action,3278,86.7,250.61
274.9,79,comedy,4366,99.8,712.87
116.6,78,horror,3187,26.4,317.01
47.0,92,action,1141,92.6,259.49
30.6,110,action,3870,87.4,271.09
224.8,161,action,1896,40.5,536.97
26.5,117,drama,510,18.5,89.81
266.9,169,comedy,3810,51.9,640.12
246.4,87,comedy,2246,51.0,569.55
155.2,143,drama,1372,37.8,364.05
54.6,84,horror,3493,29.8,212.31
179.0,94,action,1418,76.7,479.09
109.5,94,action,2731,41.7,322.67
238.3,98,drama,3498,68.8,572.29
165.7,143,drama,873,8.4,331.26
83.1,123,comedy,559,95.6,310.07
201.0,103,scifi,4388,83.8,621.53
125.4,165,comedy,1645,23.3,285.15
144.2,112,scifi,1256,52.1,413.38
163.3,158,scifi,2118,41.9,401.36
258.2,153,comedy,3774,18.7,608.88
217.5,114,comedy,1222,69.1,495.18
4.0,134,comedy,689,44.9,78.06
216.3,179,action,1466,46.0,511.68
24.1,136,horror,3459,42.1,167.01
40.9,124,action,2960,56.0,247.32
142.0,127,action,1577,38.6,380.98
10.6,116,scifi,2778,16.1,140.21
104.8,117,comedy,2604,38.6,289.75
56.8,141,action,3003,63.6,320.88
12.6,99,action,1310,66.3,180.49
267.8,132,comedy,2118,90.6,610.25
214.1,149,comedy,1555,3.0,419.67
281.3,88,horror,4237,94.9,682.31
42.8,86,action,4431,95.3,313.12
135.5,97,drama,3583,24.5,315.93
272.9,146,horror,1445,90.6,573.74
263.4,111,comedy,2531,91.3,674.89
10.5,147,drama,1656,1.2,43.77
8.0,137,horror,4296,3.1,112.93
197.4,94,action,2840,7.5,422.46
98.4,172,action,4358,35.5,328.58
190.3,132,comedy,3465,49.4,466.19
82.4,169,horror,1221,36.7,223.17
33.8,108,action,1204,39.5,177.79
49.0,160,comedy,792,41.0,164.11
19.1,144,comedy,2907,77.5,203.8
191.9,84,comedy,1435,29.2,465.09
255.7,86,action,2073,91.9,642.87
20.3,94,drama,1932,57.3,135.23
90.7,153,comedy,2083,87.5,351.34
148.8,167,comedy,1476,70.6,401.02
264.6,155,scifi,1110,88.3,652.05
98.2,85,drama,3457,49.9,297.67
295.0,98,action,2269,29.3,645.77
50.1,178,comedy,2331,43.3,186.73
33.6,177,comedy,2592,92.5,196.03
272.0,113,comedy,635,83.9,582.08
255.5,115,action,4484,14.8,600.79
236.8,143,action,1718,19.5,513.57
22.7,84,action,3570,15.9,163.56
6.8,141,action,1143,23.4,104.01
208.3,131,comedy,3705,41.3,509.4
18.2,174,horror,1788,19.7,80.25
61.1,119,drama,4343,79.0,282.71
41.3,105,horror,1575,61.4,192.22
93.7,89,comedy,687,28.2,272.75
141.8,168,horror,1737,59.3,362.91
243.5,136,drama,3110,18.2,530.58
88.9,75,scifi,2270,80.3,339.5
198.9,151,action,3148,65.6,500.22
4.2,171,action,4055,60.7,230.92
101.0,117,action,908,72.1,302.64
238.0,113,comedy,3573,84.4,592.3
269.4,102,action,3627,37.0,675.68
77.1,121,action,1858,80.8,322.67
144.0,175,drama,1044,81.0,403.06
79.0,85,comedy,2720,8.5,216.34
114.3,106,scifi,2197,71.4,343.23
126.1,174,scifi,557,39.5,349.3
4.1,120,drama,934,58.2,72.38
173.3,140,comedy,3635,20.7,465.69
167.1,77,comedy,1118,82.2,451.59
190.8,86,comedy,520,91.5,486.38
191.1,120,action,2165,88.0,537.39
294.8,95,action,1709,50.4,611.97
201.2,124,drama,1636,76.2,487.22
160.1,107,drama,2932,13.2,363.15
241.3,172,scifi,1644,81.4,605.68
214.4,88,scifi,2604,50.1,548.1
23.6,163,drama,1464,49.4,135.4
105.0,75,scifi,3113,99.7,404.28
175.6,107,action,2361,6.9,397.74
163.2,169,horror,2185,35.7,363.08
280.3,135,comedy,3841,16.7,600.62
217.0,105,drama,3853,16.1,492.06
262.7,154,drama,3333,3.6,531.15
69.7,141,horror,3239,10.6,184.77
36.1,139,action,1692,76.5,207.17
31.0,90,drama,3729,56.9,170.91
80.2,134,horror,3984,99.2,310.23
73.7,117,scifi,2456,4.2,193.1
217.7,178,drama,3532,30.5,533.17
231.4,145,action,1254,30.3,487.11
259.1,155,action,2551,19.4,592.62
42.1,114,scifi,2127,4.5,174.13
23.4,127,drama,1525,53.0,146.57
63.8,103,horror,1709,5.1,133.35
10.6,131,horror,2538,99.0,172.53
24.6,124,action,1387,46.2,182.34
201.1,119,horror,2680,68.1,506.69
120.9,76,drama,2620,80.0,406.75
174.6,101,comedy,1093,52.1,381.37
6.4,107,horror,3256,81.3,163.72
78.4,103,action,1550,89.8,304.27
47.8,141,comedy,1071,46.1,187.69
247.4,153,horror,3479,83.5,584.85
198.8,108,action,1449,45.5,470.48
92.3,103,horror,1031,35.0,209.88
215.2,173,scifi,1355,25.7,460.99
126.8,144,comedy,1027,9.9,234.52
110.8,147,comedy,4258,73.8,372.8
142.9,139,horror,1111,33.7,321.51
221.7,178,horror,2169,93.1,496.83
173.0,163,action,2841,13.6,409.01
256.8,90,scifi,608,93.5,625.29
147.1,164,action,2367,51.6,393.71
290.8,109,horror,1769,99.6,657.22
207.4,154,drama,2285,75.3,509.13
208.9,140,scifi,1295,53.6,534.59
201.1,137,comedy,1410,6.1,428.62
224.6,163,scifi,2174,5.1,526.03
77.7,162,horror,831,38.7,195.21
185.2,75,action,2644,0.8,417.8
80.6,98,horror,4462,15.6,295.12
155.9,135,action,543,25.9,344.6
275.5,84,drama,3095,38.0,606.59
197.1,132,drama,2055,46.2,481.73
15.4,85,horror,1084,98.3,187.6
288.6,119,comedy,2431,32.1,647.66
216.9,133,action,1184,26.8,451.5
14.6,155,horror,823,88.1,146.1
170.5,109,horror,3408,10.6,401.72
132.5,121,drama,4055,87.4,437.36
93.7,142,scifi,2398,78.2,344.22
135.1,116,action,2432,10.4,319.87
250.7,159,action,984,85.7,605.09
116.9,90,action,4489,23.7,335.15
215.2,172,horror,3070,1.6,441.7
139.3,165,comedy,4241,97.3,481.61
171.3,101,drama,3620,19.3,393.54
167.0,148,action,2351,36.7,404.35
210.4,146,action,588,88.4,554.42
104.1,140,comedy,3253,43.0,281.41
278.6,95,scifi,1067,36.4,608.95
114.3,83,drama,2127,39.0,257.67
21.5,89,action,1800,7.6,139.53
48.7,90,horror,4257,60.1,255.93
280.5,97,scifi,2008,42.8,632.55
69.5,155,comedy,2963,50.1,289.27
219.9,100,drama,1562,86.4,542.06
102.1,129,horror,862,70.2,298.36
239.5,166,action,3473,9.1,559.72
157.5,107,action,3547,15.7,402.84
272.8,172,action,2095,33.8,588.77
84.7,173,scifi,3499,64.2,336.91
51.0,81,comedy,3953,50.6,243.18
4.0,150,action,4326,1.7,129.51
293.8,78,action,2773,92.1,735.02
284.6,158,action,3589,49.5,665.37
23.1,89,action,3373,70.1,232.85
87.2,98,drama,3836,80.7,322.84
265.4,111,drama,2278,4.7,529.51
157.6,173,drama,3895,66.5,451.75
61.8,142,scifi,4038,73.5,320.64
177.6,140,comedy,2047,93.9,502.88
264.3,161,drama,4196,36.2,619.47
236.6,95,action,2058,66.7,614.7
182.8,81,scifi,3713,99.8,587.31
256.9,121,scifi,3047,14.6,551.43
117.5,84,scifi,2833,80.8,379.14
66.5,134,horror,1684,33.5,168.05
166.1,89,horror,2307,94.7,444.45
6.9,114,action,1741,1.7,73.05
216.8,115,comedy,1106,59.1,522.92
107.1,179,comedy,3554,75.9,386.86
227.1,84,drama,773,56.2,501.31
250.9,154,comedy,3244,88.9,628.37
72.5,136,action,1062,16.6,197.05
186.6,178,drama,1944,44.6,440.24
19.9,163,horror,2674,22.8,106.09
46.0,99,comedy,1955,62.8,249.69
23.3,119,action,3086,21.3,164.65
104.9,99,comedy,1396,4.3,234.53
113.7,115,scifi,3547,98.3,451.62
296.4,126,horror,3886,31.4,616.96
19.0,79,drama,2606,5.7,64.05
226.2,171,scifi,1854,47.7,579.0
144.6,144,comedy,3977,84.0,455.62
297.1,106,action,1538,32.1,626.97
125.9,131,scifi,596,96.5,384.94
102.2,106,action,4403,94.0,430.79
140.9,125,action,734,92.2,386.79
230.0,151,horror,1931,85.3,562.2
96.3,85,action,1949,55.6,300.26
46.4,176,action,865,17.4,193.15
167.5,147,scifi,3983,74.1,506.77
185.3,86,scifi,2761,36.5,458.23
237.5,140,action,1939,51.7,572.58
18.1,106,comedy,3541,27.8,154.23
90.2,83,comedy,4130,25.2,300.68
299.6,154,horror,1200,42.3,593.0
102.2,86,action,1620,31.9,305.67
49.6,94,comedy,2724,89.9,261.8
47.2,100,action,2847,65.0,244.46
110.0,147,action,1509,95.9,353.19
136.1,177,action,4260,72.7,487.21
26.8,133,action,3020,77.4,258.9
239.6,162,action,3002,39.3,600.51
146.3,148,comedy,2127,97.5,417.77
45.7,105,horror,1693,82.5,207.85
225.6,149,comedy,1886,27.9,477.03
279.1,126,action,4018,78.3,684.1
83.1,100,drama,1346,34.9,214.48
84.8,105,action,821,45.1,280.25
134.2,160,drama,2799,32.7,350.87
52.8,155,comedy,1820,62.4,205.91
110.6,147,horror,4471,39.2,316.53
129.1,162,comedy,2111,25.8,287.57
284.4,85,action,599,72.7,620.3
119.0,112,action,3413,90.9,456.62
98.9,79,comedy,1134,71.9,300.69
179.8,162,scifi,837,75.9,451.84
134.6,169,horror,3662,45.5,363.83
225.2,78,action,1383,74.8,551.03
276.1,163,drama,975,40.7,588.5
69.6,88,comedy,2935,19.7,238.28
5.7,109,drama,1117,13.9,0.5
39.4,75,scifi,1736,69.7,249.94
172.6,118,horror,2801,90.1,462.78
152.5,135,drama,1678,93.3,419.28
196.4,131,action,3556,23.6,518.37
175.2,121,action,2410,87.6,509.77
170.8,75,horror,3895,8.3,390.36
155.5,103,scifi,2215,23.4,378.53
130.2,107,comedy,2336,86.3,400.45
281.7,158,drama,3871,20.2,603.41
157.5,138,comedy,2645,27.5,369.79
60.8,115,action,2107,65.2,277.49
152.1,78,action,2366,37.4,406.38
183.5,172,comedy,3057,6.5,404.1
19.7,163,comedy,764,66.1,168.79
50.0,156,comedy,4497,22.8,220.85
42.0,142,horror,2320,45.0,208.9
100.2,134,horror,3140,77.3,294.58
185.1,128,drama,3640,73.5,489.77
79.5,102,action,2914,52.2,292.55
28.7,109,horror,591,86.5,162.78
4.2,128,action,4231,80.8,192.33
94.7,149,action,3746,62.0,329.33
262.6,137,horror,4338,60.8,638.67
260.6,137,scifi,3679,63.2,653.86
229.5,90,horror,2829,65.0,557.92
172.3,112,comedy,3820,34.1,472.0
37.4,176,scifi,992,98.8,198.35
256.2,157,comedy,3010,37.2,620.2
283.9,150,drama,2379,88.1,684.88
286.0,85,comedy,1851,33.0,657.13
258.9,175,drama,517,38.4,523.84
231.1,90,comedy,2518,22.6,508.59
179.7,124,action,4418,15.3,442.31
30.1,176,comedy,1797,23.4,155.63
169.8,85,drama,652,95.9,457.86
262.0,137,comedy,3633,82.3,634.29
244.8,147,scifi,3727,80.7,577.23
43.2,164,horror,3210,97.0,255.45
271.2,132,comedy,2691,36.2,629.88
207.3,131,action,3992,3.7,510.49
61.1,149,action,4367,26.2,282.15
227.5,162,drama,2927,17.7,481.92
150.5,116,horror,3055,9.6,368.59
26.0,168,action,3901,25.3,201.78
67.1,79,scifi,2080,10.7,220.55
168.9,89,scifi,4360,54.4,504.89
272.9,160,drama,2589,83.4,625.42
270.3,160,drama,2862,21.7,570.68
42.0,109,action,767,14.0,103.34
5.6,158,action,1518,81.6,174.22
125.0,161,drama,1648,7.0,256.03
279.8,94,comedy,4019,64.9,660.29
253.0,159,scifi,3069,5.4,575.35
288.7,155,comedy,3893,94.5,739.1
182.1,91,comedy,3209,58.3,504.16
5.1,173,drama,2722,87.6,187.18
56.7,102,horror,3632,99.0,275.84
172.6,108,comedy,2332,43.0,398.61
14.9,121,drama,2399,87.4,153.6
222.6,138,horror,3117,56.1,539.3
93.7,110,scifi,4257,93.3,412.04
68.2,107,drama,816,29.6,178.14
109.6,84,scifi,3793,12.2,302.93
89.6,170,drama,805,71.3,255.95
264.5,143,horror,3328,41.5,605.56
31.2,144,comedy,3430,17.3,153.78
14.2,147,comedy,1067,38.3,127.98
31.1,170,action,3159,29.6,191.76
41.3,161,comedy,2689,28.4,157.61
133.0,111,horror,1351,27.1,281.36
194.0,144,horror,979,44.6,425.68
145.5,137,comedy,2176,38.9,385.86
27.7,127,action,665,67.7,181.18
158.4,75,horror,3038,67.5,426.38
31.2,85,comedy,2577,14.8,174.86
20.0,77,action,2093,78.7,210.97
99.1,140,drama,4201,86.8,356.54
241.8,150,comedy,1095,80.9,576.43
100.4,83,horror,1024,21.2,187.19
126.1,175,action,1630,76.4,341.56
233.9,163,comedy,2714,22.2,521.33
268.6,166,comedy,3668,27.6,581.86
225.5,113,comedy,2761,49.6,532.47
209.5,142,action,4444,87.8,622.63
96.7,134,drama,1488,91.5,365.04
24.2,105,action,3034,8.6,163.5
133.3,121,scifi,2620,78.4,446.27
156.4,176,comedy,3184,15.2,365.3
285.7,83,scifi,859,63.9,621.28
293.0,179,comedy,3089,91.5,725.96
7.8,148,horror,2711,46.4,137.47
266.6,85,scifi,3486,20.7,632.67
141.1,88,comedy,873,48.3,333.34
290.4,127,action,1356,95.1,711.64
235.0,137,comedy,2650,84.4,608.26
250.7,150,action,3046,11.4,558.36
227.2,85,horror,3603,12.4,485.88
99.6,132,action,3357,95.7,406.04
55.6,133,scifi,2542,44.0,255.71
236.7,174,action,4055,97.1,638.71
135.0,85,action,3255,61.8,434.9
241.6,94,drama,2673,76.4,594.39
186.0,83,action,826,87.5,504.53
46.1,94,action,2180,98.4,317.47
159.9,99,comedy,3129,55.1,416.63
78.7,111,scifi,2097,49.0,318.58
273.4,144,horror,2426,19.2,554.86
254.6,149,comedy,582,7.0,504.11
57.9,96,action,3861,50.7,277.53
294.0,82,horror,2437,79.7,687.35
140.9,148,horror,1510,22.5,300.76
254.0,119,comedy,4166,4.5,549.18
117.2,172,comedy,1449,87.8,341.67
63.1,97,action,1544,33.8,227.98
64.5,145,scifi,4101,64.8,335.44
54.2,102,comedy,500,93.8,237.21
50.8,162,horror,3736,36.8,192.28
52.0,163,action,2338,30.1,244.33
3.6,120,scifi,3555,54.6,192.78
122.1,158,comedy,1587,25.8,278.68
210.8,169,horror,4328,67.7,517.5
196.3,84,horror,2618,70.0,536.61
44.4,102,horror,787,20.5,109.04
87.6,165,comedy,2477,10.3,250.87
117.4,146,comedy,1637,79.2,345.68
215.7,179,drama,2788,47.0,539.14
111.9,121,comedy,2479,35.2,304.08
225.6,175,action,2133,62.5,569.39
134.4,122,horror,1387,72.2,343.49
69.1,85,action,1425,89.1,295.39
205.8,87,drama,2310,96.9,540.51
264.9,169,horror,705,19.6,485.32
21.4,155,drama,2826,5.4,88.44
280.7,77,drama,2903,61.5,609.36
232.7,160,drama,1532,17.9,448.87
19.7,114,horror,3033,41.0,166.55
285.7,175,scifi,2954,29.9,635.16
164.0,170,scifi,1206,29.6,426.4
279.3,124,action,2303,96.1,684.45
73.7,168,scifi,2805,61.7,298.74
200.8,153,comedy,3902,10.3,492.44
18.8,130,comedy,3732,59.0,190.68
